Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
0,5,39,83,2568,2621,25140,10,307,12254916529669800,22,99,0,30,12,48971642
2,1,35,68,600,2846,33561,19,278,25116803485269700,59,11,0,60,0,92612305
1,0,39,39,3816,3234,39245,8,347,12730109597272400,39,54,1,16,34,34798981
2,0,49,68,3802,3077,32845,6,667,8033348760589640,63,73,0,52,49,59042561
2,4,47,54,6745,4340,45926,7,554,18345268215144500,50,92,1,45,52,82822065
0,5,33,78,2866,3344,35359,6,752,2863238895521020,77,80,1,7,8,51213797
1,4,31,30,6888,1960,22765,13,700,1535985122580050,35,33,0,10,21,47655513
0,4,49,84,684,3375,34497,13,813,1788471634713790,25,32,0,71,56,129123655
0,0,41,73,4577,4940,49291,5,773,16282235297021400,73,42,0,29,5,75545172
1,4,41,36,7526,2591,32902,6,688,16435870037745700,45,20,1,18,26,61281888
1,1,46,35,6132,2200,22108,10,810,10358882456183900,61,70,1,17,22,49498468
2,4,36,64,7579,1500,20679,10,489,15562059270306000,95,95,1,56,29,109247674
1,1,40,35,659,3482,41797,16,634,17422524259245400,54,68,1,7,2,53639745
2,0,49,56,3892,3218,36412,18,222,23621461799797700,24,58,0,15,19,50782976
2,5,43,69,299,3169,38765,3,990,8495795800082420,48,55,0,25,21,47001605
2,2,33,52,4055,1956,27064,1,718,1929034794649920,53,63,1,20,20,4759286
1,1,33,50,6169,2717,28494,3,211,21554828090701300,79,74,0,47,14,69584079
0,5,34,82,2734,5385,55320,19,502,14569816408834800,28,82,0,50,48,52999854
2,5,45,51,3258,2488,25454,1,656,18729109319961200,41,73,0,6,41,37843398
0,1,36,72,5726,6742,71988,8,907,2276855128964070,15,73,0,42,49,93601274
0,0,30,82,3873,4091,39378,19,938,1662753027903500,73,96,0,1,46,73476505
1,3,49,38,475,3475,36565,4,797,13333773017289000,77,91,1,20,14,41794475
0,5,33,88,2769,5083,53613,16,69,2561758056188640,51,84,1,61,68,57040684
0,5,30,87,2505,2262,27849,5,121,2972042203018910,58,14,0,3,40,49198225
1,0,35,34,4469,1970,25520,5,631,1041588881986560,77,70,1,25,19,3525711
2,0,35,59,3826,1014,9375,2,451,27234868684342500,34,51,0,20,21,50506787
0,4,38,83,6595,2814,35073,6,761,18635721602920000,65,66,1,10,76,12244915
1,0,48,50,3596,1146,19429,7,493,16198081561434900,97,72,1,48,13,41508201
0,5,48,86,3112,7492,79768,15,422,2732907852782250,69,74,1,75,9,62694856
0,1,39,72,6592,5705,61771,10,744,2775847164824510,17,88,1,41,18,107169989
2,3,38,56,466,1196,16436,10,357,1181641893622730,36,92,0,11,26,5929564
0,4,41,78,661,3796,41537,19,586,13959306788792200,57,65,0,27,42,116772395
1,1,35,34,5982,1931,17905,16,627,26298106041429,17,90,0,13,0,47259313
0,3,31,73,512,5241,59613,9,333,1727061325591700,71,79,1,28,26,84930735
2,3,49,52,4824,2762,31908,8,539,12200717357780600,69,28,1,39,7,57124256
2,3,34,62,4833,1961,22446,19,394,2905439810229000,89,13,0,9,53,6881730
1,2,34,38,3467,1081,18120,1,325,10425952076990100,55,11,0,26,16,29745738
2,1,39,56,5846,1207,17651,17,375,20258430274679700,72,63,1,32,40,74835561
0,4,40,77,7507,1910,27665,18,598,15697910505102900,26,57,0,53,27,129950526
2,4,30,59,6546,2867,33685,15,65,16282538746288600,10,73,0,39,43,87644113
1,3,33,30,4758,1622,21894,6,980,7649704293477440,26,86,1,3,10,33030684
2,1,38,69,6389,2092,24775,17,232,11428457634517000,16,25,0,63,23,99482708
2,2,44,70,3917,3385,40908,18,917,9174927322301290,48,87,0,42,64,63833502
2,3,35,70,4623,1162,17122,19,817,23740621749530700,52,19,1,58,7,73849395
1,0,38,30,4571,1914,23950,2,242,22443609975216800,68,89,1,27,12,31649989
2,4,41,68,7263,3142,34201,7,895,24852598650880000,23,87,0,25,1,110420739
2,5,48,51,280,4101,48000,17,63,22481571994918400,29,73,0,46,46,3460855
0,3,37,81,5002,5761,59119,15,73,8217760193967160,82,37,1,7,17,92119871
1,0,33,42,3827,1012,14455,16,644,29464799506063800,62,18,1,5,14,37626334
2,4,40,63,6665,1037,15496,17,855,9712920112175760,13,80,1,59,60,9531917
1,2,45,34,332,2265,30846,3,285,13761241712382400,86,30,0,31,3,2626458
2,1,32,52,6138,2479,29118,10,899,22671931557846800,67,50,1,5,38,72445718
2,4,38,66,7409,2868,33458,6,826,851122320552609,27,58,1,37,9,10921819
2,1,30,50,590,798,10040,2,805,9262655124943830,33,72,1,5,36,6590280
0,1,31,83,5883,5442,55504,11,552,26914378602532800,60,54,1,73,33,110433109
0,2,40,75,3515,4679,48586,8,304,13300373750961200,60,73,0,12,26,60338025
0,2,36,86,3709,5004,54084,14,426,21639606137118400,82,83,1,77,44,73635315
1,3,47,33,5327,2147,26101,12,364,2646871229571120,42,74,1,32,23,41096569
1,3,42,35,4859,1746,20586,7,356,29330018224795500,59,37,0,31,30,39156664
0,4,39,70,7145,5773,64586,18,158,10257142271270300,62,90,1,36,9,113634855
1,2,38,38,3428,2902,31628,5,868,8073202814149860,60,60,0,0,12,30435992
2,0,40,53,4288,1499,22670,6,324,2351842364557120,17,52,0,50,18,5141040
2,4,31,58,6681,3017,35581,13,367,9705045636247650,47,62,0,0,43,8769820
2,5,48,58,2783,1671,23453,2,816,195047550672628,40,53,1,54,36,36796251
0,1,50,82,5969,8113,83843,19,294,18316129182366800,99,78,0,23,2,111820492
1,1,34,46,6478,2506,32902,8,827,1899808250596900,52,48,1,19,14,67478956
0,3,32,90,5131,2873,33048,11,471,21244821008466800,49,80,0,10,61,103931701
1,0,33,32,4562,2858,32593,16,180,26272301900518700,54,78,1,24,8,35004145
2,2,43,55,3114,2223,22944,1,993,11795452060399800,93,35,0,25,52,39134678
0,2,43,89,3506,4994,58423,16,474,18881083451592400,65,19,0,27,66,71817519
1,3,47,44,4961,3704,42971,12,194,13417125648378900,45,87,0,17,3,50572671
1,5,45,43,316,2535,33441,17,392,12968351087430300,92,25,0,9,28,32785495
2,4,39,62,7393,2491,27865,9,268,5510488750757480,94,13,0,52,28,102975169
0,4,42,78,7426,5448,57779,6,634,1998506107482850,34,46,1,47,30,129655629
0,0,44,84,4237,5692,61612,7,246,29312638994781700,45,33,0,25,59,8060082
0,3,40,83,5206,7370,82459,13,644,24031408223272800,97,30,0,56,21,98611919
2,3,40,53,5544,1936,22177,17,910,11069840741059100,59,26,1,17,39,67367957
0,5,43,80,2922,7228,78062,10,832,22903120520192800,49,77,1,63,65,54838366
2,4,41,51,7416,1583,20255,11,667,12432636542354200,28,81,1,40,43,85561957
2,3,43,65,5514,2152,30137,14,661,2384123378735760,45,14,0,40,34,81200511
2,2,42,68,3541,1466,20061,17,745,2637330911025590,67,59,1,35,11,55694663
1,0,44,45,4302,3179,37090,16,893,13358236344596200,13,22,0,27,21,45218606
0,4,43,76,6915,3017,32793,5,127,5054669903322870,17,55,0,43,31,117106885
0,5,40,80,2675,3016,36806,18,704,12625436780982600,10,41,1,72,8,4991223
2,0,44,61,4145,4206,44063,11,420,10146409458059600,30,28,0,42,37,58025725
2,1,39,53,5716,2310,23565,10,144,20465364527829100,26,95,0,22,9,68620933
0,2,35,85,3503,6061,68220,6,438,1225182208720340,87,96,1,42,63,6842901
2,5,30,65,346,1557,18189,10,861,5901157453270390,27,61,0,21,47,51425075
0,0,41,76,3595,5560,56015,11,564,1828336447432240,70,27,1,17,52,6289511
1,3,42,42,4533,3910,45667,1,96,2686714187523030,21,62,0,0,31,43184092
2,1,49,54,6167,3462,38639,5,207,16283475358914400,63,94,1,38,53,75531034
0,5,37,70,2864,4187,42224,2,800,14407436770022600,49,44,0,13,40,45721082
2,3,38,54,496,2950,31758,11,829,946290740926672,47,22,1,28,2,6101785
0,2,34,83,3446,5854,66745,14,320,14684556485868300,87,72,0,50,54,66467151
0,1,31,80,5595,1528,13621,13,471,13272974137833900,25,69,0,78,34,100812545
2,4,45,51,6504,2762,31418,11,77,29873074291013200,64,10,1,47,4,7503167
1,3,35,47,5488,2410,26932,6,226,576173762691312,84,87,0,46,29,58895944
0,0,42,84,374,2715,35492,2,136,10971209434043000,74,69,0,14,0,7038031
0,5,44,83,2969,6760,70069,19,736,6715724816567030,99,28,1,16,8,58085314
0,1,39,82,6569,1672,24105,9,768,2643545778845830,10,10,1,80,48,120331859
1,3,48,31,5409,3328,37385,18,636,1543273503562970,90,98,0,6,3,40323707
1,4,39,48,6619,3448,42359,14,911,2490674386407240,65,78,0,26,45,73075072
2,5,36,57,3059,2413,24362,13,807,22303852364971200,10,43,0,30,19,40545548
1,5,48,46,3303,2695,29823,12,317,2820078952504460,52,49,0,36,23,35791064
2,3,47,64,5268,3805,41820,12,103,55941060436401800,79,58,0,44,36,76943178
2,4,33,69,7337,688,7456,13,132,10183620848899700,26,75,1,15,18,113083408
1,2,31,50,3503,686,14643,7,593,22550819810455000,71,26,1,0,48,40005709
2,2,32,63,3194,1938,20181,16,434,19630594650717800,23,28,0,55,16,46627797
1,1,36,32,6011,827,15447,17,961,22366506248033500,82,14,1,14,19,44896936
2,3,49,66,5213,4583,53412,9,572,19386993113728100,61,99,0,31,38,78477309
1,1,41,32,6169,1875,18377,14,272,19525530337086900,13,89,0,4,14,45680929
1,2,37,42,3078,821,8321,9,914,2831435067478290,18,60,1,15,32,30093665
2,5,48,67,2571,1959,24475,6,616,280323058121426,88,49,1,5,20,39612983
0,1,39,70,6562,5339,56487,1,981,5949916859106450,13,31,0,10,53,102608351
2,4,36,56,6667,3173,30719,1,335,1534171326722260,37,64,1,10,39,83392316
1,0,49,34,3824,3220,41517,19,629,17764265543999800,61,72,1,24,9,31981081
0,2,47,71,3844,6410,67438,15,873,1394761192900660,29,72,1,64,48,63679174
2,2,47,66,3451,3563,39122,17,493,6238960492631510,30,11,1,5,0,52631669
2,4,40,70,670,1062,10460,8,138,16807458371733900,80,73,0,30,31,10492390
2,1,46,59,6014,1712,26289,3,659,29392409506830700,36,88,1,54,23,79610017
0,3,34,73,5126,5041,54522,12,578,6805282014154780,13,20,0,15,13,8460225
1,5,41,38,2998,1998,19314,15,210,25416960664042600,75,78,1,37,27,27844498
2,0,50,70,4511,1460,14713,18,816,9891314225549690,96,84,1,68,39,72792072
2,3,36,60,4813,1515,19829,13,207,19419873588140500,85,35,1,44,51,6596785
2,3,46,61,5227,2096,23698,5,318,1467576759696640,59,74,1,41,26,71839192
2,4,40,61,6624,1394,13748,17,957,13725206388982100,48,19,0,10,59,91451312
2,1,31,67,5932,2114,24399,3,429,2676034009330550,93,68,1,4,14,88776907
1,2,45,33,3815,4313,50530,19,81,29336868801089700,79,56,0,11,24,3119533
1,2,33,38,3247,1637,15080,6,136,14666677985742700,61,86,1,13,0,28746895
2,4,43,57,7149,1631,16928,17,142,21011084318553900,89,51,0,9,54,92449044
0,1,32,88,5669,1563,19514,5,559,1891034373686270,64,49,0,2,3,110790133
1,4,49,42,6613,2776,32563,5,851,6923040046490560,98,94,0,19,38,6341273
0,2,36,71,3576,2077,29149,19,644,6029022291425770,87,94,0,13,26,59133783
1,3,35,48,5243,2822,35972,11,829,24335123216043500,60,13,0,25,30,57636741
2,5,33,63,2625,3039,28756,1,565,14863356365183700,93,54,0,50,50,38027255
1,1,49,34,651,2216,28606,13,138,12689353600428500,41,24,0,24,19,5088142
2,0,44,59,3748,4373,45383,17,203,29639569156977200,73,35,0,18,41,51812505
1,0,45,46,3632,1134,19372,11,643,7130749955953060,25,70,1,15,23,38697344
2,3,40,69,4723,1837,25557,18,753,11726563795258400,91,22,0,59,29,74703812
2,4,39,65,6687,998,14833,4,945,2642004181434820,32,11,0,52,6,96605156
2,4,32,66,660,3184,30995,10,207,15374968949030000,95,75,1,53,53,98619975
2,2,41,50,3878,3258,35984,11,939,19606177467200300,12,68,1,41,32,45103614
0,3,35,90,5045,6362,67753,18,467,6209554357577630,71,91,0,69,58,10407413
2,2,50,64,3427,4221,44220,1,302,2800729759873990,24,59,0,5,41,49620124
0,2,46,86,4046,7310,79519,4,338,8422968106668380,79,95,0,32,67,79434613
0,0,38,80,3908,1635,17038,5,817,10334152404716800,54,65,1,73,71,70619752
2,2,33,54,3184,2535,24018,2,208,8919905389099520,92,45,0,26,1,39166892
0,2,46,73,3301,3308,34442,12,361,17437513723253900,74,65,1,16,28,55553941
1,0,32,50,3763,1709,16283,11,623,25421346790942000,79,77,1,28,33,43776758
2,4,34,58,7049,2776,34433,16,848,11673070524977900,21,41,0,1,52,9257816
0,1,34,85,5821,5547,55057,4,841,8558011031336810,19,44,1,23,80,110948013
2,5,41,61,3068,2078,20256,7,630,15248040844495700,87,67,0,23,39,43184608
2,2,46,67,3736,2360,23202,13,484,29541377079882700,30,51,1,33,57,57426378
2,1,36,52,6355,1404,13323,14,403,52764519705976700,88,57,1,27,19,75145885
0,0,32,84,4281,3145,33377,11,314,1759994882194670,23,98,0,14,28,81339513
1,1,39,47,5726,2724,26903,8,57,2173420315155220,38,14,1,19,5,60689657
1,5,45,41,2627,2107,29027,1,156,2516801887668400,94,68,1,24,19,25103179
0,1,34,82,6097,6081,61692,8,981,23654770715557100,86,93,0,70,69,113449219
2,1,34,50,5719,1177,10894,19,654,6860691069935470,15,31,0,25,48,65532357
0,1,49,73,5593,6206,64800,17,788,1654676112637980,50,29,1,60,5,93286336
0,1,49,77,608,2487,30116,9,118,6968739485258800,92,43,0,6,6,10472223
0,3,50,88,4859,2768,30103,13,489,20496383046026200,11,17,0,47,35,96144601
2,2,46,70,3832,3548,40461,15,863,6925788728784200,20,60,0,35,69,61950193
0,0,34,90,3846,3893,39805,13,187,6210370197225260,68,68,1,39,0,78755029
2,5,34,54,3577,2590,29427,8,407,12650703610715900,19,84,0,53,29,44526951
0,0,37,80,4334,3050,35249,12,891,2847079574892740,50,16,1,41,21,78542333
1,3,36,46,4563,1769,25546,11,944,22749913359718900,56,49,1,44,16,48448322
0,3,49,86,506,9276,98657,13,700,51006495901684200,87,81,0,21,41,99778445
0,3,46,71,5119,3435,41374,16,677,12118200086872400,96,79,0,49,31,83337371
1,2,44,30,3765,1140,17586,2,569,5437447386689740,56,17,0,2,5,25700135
2,3,34,53,5048,689,11997,6,117,12357773539291800,56,11,1,25,5,59865311
2,1,48,58,6032,1547,20608,16,195,22137304400548000,75,80,1,8,7,79458034
0,0,47,71,3905,5334,55331,18,299,2399446679201740,27,22,0,64,10,6418937
1,4,33,32,6799,920,12534,17,433,2510269519346240,95,62,0,27,28,50793607
2,5,47,55,3541,1119,15288,15,517,27749752419419700,10,18,1,19,32,44819626
0,3,35,82,4849,5595,58915,7,560,14144830877422700,10,37,1,45,0,89477372
1,0,32,44,357,2473,27876,14,811,26564942923895900,66,24,0,26,26,3710869
2,3,43,60,4684,3863,46168,7,543,23191718228002800,41,76,0,14,7,63850014
2,2,43,59,3943,2712,30081,6,939,18443896219062800,46,71,0,1,12,52928767
1,3,32,32,5145,2858,29344,12,564,2886576900497710,30,22,0,22,4,3833815
1,3,36,49,5357,3246,34385,2,413,2869352332145860,47,15,0,13,36,58999885
1,3,50,38,539,1006,14987,1,448,27440107023426500,85,52,1,10,28,46160835
1,3,44,39,5406,1852,18675,18,689,10055683051818000,73,28,0,1,25,49127177
0,5,45,90,3106,4331,44262,5,169,101971687227922,19,11,0,5,40,6291379
1,0,34,41,3695,2064,25219,7,761,27525073793098700,15,34,1,26,25,34898745
2,2,32,57,3163,1057,9674,15,799,14947828772521100,56,29,0,7,39,41920947
2,3,36,70,5131,2543,26484,6,104,24936106504909400,76,72,0,5,41,80768926
0,3,35,90,4903,2366,25647,2,119,22173515496889300,70,87,1,81,59,98816485
2,3,35,70,5114,1634,18900,17,938,2405891981053650,88,31,1,56,2,81516432
2,3,34,66,5048,2706,31264,13,543,5656845820040060,22,30,0,27,12,75391484
1,1,41,34,6162,2913,37200,13,405,15748927936409700,65,45,0,21,10,48627224
2,1,37,57,5535,2639,26880,14,517,2642733764419350,79,26,0,6,56,71995225
0,4,46,87,6536,9045,97538,8,337,17248141106209100,94,95,1,79,68,12914804
1,3,34,40,5294,1225,18386,15,823,22253347959322500,19,32,1,39,0,48777186
1,4,39,39,6712,3673,37231,11,961,23898797573616700,32,18,1,8,33,59881689
0,5,30,84,3217,3926,41103,13,771,8018959512521220,42,60,1,34,31,62147652
1,4,40,35,7101,2666,31927,1,286,8893639206202220,59,58,1,3,12,55837415
1,0,31,48,458,2699,28765,2,267,23113840446025500,47,67,1,46,16,49800995
0,1,50,86,6419,4121,42215,11,773,63642637513298200,88,97,1,76,65,12480935
1,1,46,39,5954,2745,27281,14,577,1354738296671990,96,39,0,10,20,53770289
0,3,40,74,5178,4912,54696,5,774,2795208988629580,16,42,0,37,69,86418616
0,3,32,85,4629,2273,25516,7,319,1935889607150240,73,40,1,45,53,88419807
2,5,42,61,2925,3185,33183,16,367,27761963798034600,20,67,1,14,29,41952915
2,2,45,70,3807,3351,34700,11,707,1273541128686230,91,64,1,34,14,61236596
1,5,34,34,3185,1686,16483,15,313,2091566022842740,23,58,0,25,14,2614264
1,0,41,50,4033,2478,28850,4,694,12168569309618600,99,43,1,47,44,46293103
0,3,46,70,4694,6136,63163,10,393,7778044935801880,48,48,1,39,8,74974453
1,3,45,31,5383,2187,30459,1,858,2976738286341070,44,81,1,4,11,38002877
0,5,46,74,280,5693,64412,7,928,9405803736285840,63,65,0,4,70,4828561
0,5,48,88,3403,8126,89403,12,526,9712063871294460,45,74,0,18,87,69506046
1,5,49,44,3173,3443,35681,11,876,2604795922286730,31,35,0,34,20,33046425
0,1,38,70,591,1978,18751,11,570,25055924634338700,67,92,0,60,8,93401635
2,4,41,60,6545,3224,36864,17,91,29445746609498600,76,13,1,11,31,8910731
1,4,46,47,6756,3730,38329,1,67,6793600386143210,95,64,0,33,1,71428757
2,3,44,52,5478,3169,39098,15,863,7353139817257850,47,83,0,37,6,65612458
1,1,50,38,640,3800,42857,18,940,1621784987733510,74,88,1,23,1,56996685
0,5,30,73,3132,1396,17777,4,259,1979368578683710,85,39,1,43,55,51748305
1,3,37,42,5013,3580,37933,19,481,59507295736326900,85,51,1,14,11,49637764
2,1,36,58,6212,2064,22439,5,845,8959744900419930,13,13,1,41,52,80703335
0,0,35,72,4013,6825,68109,14,854,22583386568135800,42,81,1,23,55,67140093
1,2,34,45,3709,3320,37473,13,379,21713494338868600,11,21,0,31,14,38940265
1,1,44,37,5838,3322,41504,19,325,724215508969261,60,49,1,13,34,5079552
1,3,32,36,5422,1821,23842,19,471,2829165462966720,88,99,1,30,5,46258378
2,4,45,66,7272,4175,41349,16,986,11369095125851700,83,93,1,53,58,109426875
2,5,44,65,2863,1399,16832,19,776,2718076616192980,83,40,0,4,10,43759097
1,2,35,50,3914,1707,18619,1,929,2807470426408720,42,30,0,35,2,43998063
0,0,35,87,4036,3899,46109,10,941,17251742764693500,14,33,1,29,33,79386735
0,2,43,85,3192,2451,24396,2,796,15299162718544500,26,72,1,58,84,61211174
2,2,45,64,3085,1295,12705,15,197,11953426335345300,70,75,0,13,28,4588802
0,1,48,71,627,9408,95353,19,968,25184549969213800,22,29,1,33,18,102048565
2,3,47,69,5452,3535,35770,4,99,9914714450660520,21,32,1,56,6,84117096
1,3,49,33,5388,3409,35990,4,182,20553114196454300,42,39,0,0,10,40525656
2,2,42,54,3721,3356,35767,12,749,1917835120901310,19,49,1,41,2,46536584
2,5,48,56,2656,1274,20486,19,634,11222374690745100,40,93,1,0,55,35704594
1,3,46,44,4603,2098,25082,9,860,29576179265665000,97,12,1,41,38,46775255
0,2,48,86,338,3518,41170,16,943,2615810493417930,12,67,1,36,42,6683971
2,3,30,59,544,2345,26562,15,154,5513210676685620,85,88,0,26,55,7361124
2,5,49,69,3558,2525,26881,9,341,15556310598241700,99,75,1,55,44,56468535
1,0,39,38,3765,1636,20161,19,281,13974298196216700,49,30,1,10,32,34187865
0,2,46,85,3838,2996,31737,18,150,27070231484423600,95,53,1,75,27,75013931
2,4,33,52,7131,1679,16670,7,308,1161238746035760,34,92,0,6,38,83248392
1,4,38,38,6535,2208,24106,16,999,29961266285187500,98,20,1,20,31,57559085
2,2,35,57,3597,1796,25645,15,341,10001989838513100,88,99,1,40,56,48147488
1,1,36,36,6387,3369,36880,11,161,11097114666166900,90,23,0,32,3,52965603
0,0,32,86,3804,6032,60372,6,94,2165204056065970,22,23,0,52,16,73953668
0,1,46,74,6487,3510,34781,3,532,9026421832574560,88,83,1,29,34,107498808
0,4,30,76,676,2566,27510,14,661,2722005513824960,95,85,0,58,41,11613733
0,5,36,82,2584,3828,39892,6,206,7748228985111270,84,13,0,30,59,48533308
2,2,33,67,3176,1617,17186,17,274,29582935487713800,18,25,0,13,25,49020416
2,3,42,63,5421,4016,46552,19,971,26866078216999200,18,95,0,30,47,78705314
0,4,35,87,6959,6736,73361,18,953,2599141266425580,42,35,0,59,63,13719163
0,0,35,72,4377,2833,32131,16,122,1518043338584720,73,11,1,50,16,71935423
0,4,40,86,7084,5471,55165,3,967,17841041445161300,11,33,0,29,71,135938331
2,0,43,68,4029,3908,47769,6,630,16408947203416600,96,76,1,0,6,62435087
0,0,32,76,4388,5853,63682,17,221,29685673230105900,57,92,1,23,64,77101188
0,2,34,90,3466,4696,48472,5,986,5870648538171020,42,24,0,24,51,7054877
0,0,35,73,4382,3944,44528,16,469,14542724371111100,61,30,0,30,40,73324814
1,1,49,44,5611,2697,34432,17,785,2920970801081950,74,50,1,9,15,5725597
0,5,38,77,320,1651,23417,16,463,1423475538121650,35,77,1,51,65,56950135
1,4,42,45,7273,1762,26323,9,610,1495958320759880,36,69,0,16,7,73785609
1,5,35,30,3489,1485,22102,7,285,20782518660431800,52,39,1,1,21,24544748
0,3,40,85,4747,3648,40861,5,670,27681720144228200,70,16,0,82,55,90831249
1,4,31,31,7165,2601,26214,9,936,12363054129666900,74,33,0,27,26,5116635
0,5,31,71,2977,2506,25213,10,834,2869013500136710,39,30,0,19,17,4841031
2,5,39,57,2921,3267,39296,1,719,1206404220775020,39,12,1,12,15,3772704
2,2,38,61,3117,3355,42140,7,288,25384861637172000,54,98,1,45,50,44167668
2,2,33,60,3148,3153,30774,5,429,11895953398564100,59,33,1,11,25,43150668
2,3,44,55,5421,1985,27335,6,506,6824591319849640,68,85,1,44,21,67548935
1,0,50,48,4325,3176,40530,6,565,25307563671073800,66,54,0,14,0,4751700
0,4,38,87,6921,3360,41506,15,253,16251909697905900,44,98,0,57,45,135543885
0,2,42,74,3911,8183,89383,8,468,1476872353275870,37,23,0,67,26,66613354
0,4,49,84,6589,6204,69404,1,133,15747074336996400,38,20,1,32,43,123399639
2,3,47,57,5187,2695,32386,10,962,20289407112196900,68,10,1,55,32,6734917
2,2,39,55,3955,1358,13254,3,263,11567336381226900,49,75,0,35,29,49133665
0,2,45,81,3923,7500,74556,16,440,10931863308863000,22,38,0,56,32,73421101
2,0,33,68,391,3150,36471,1,408,17085980484457000,11,88,0,20,53,59844605
0,4,40,81,732,6649,72716,16,422,5890834236167580,13,67,0,5,24,13350709
0,4,36,81,697,7037,78351,14,623,210712348217802,88,62,0,53,5,127766995
0,4,33,78,7424,2437,26714,5,107,25571101956179600,51,54,0,2,47,128726064
0,0,39,79,4084,1786,17305,16,733,23185419791363900,69,33,0,27,59,73619533
0,2,33,86,3841,3914,40420,11,875,16732562198620800,94,16,1,37,61,75332012
0,3,44,87,4586,8367,87976,18,486,1913475788287350,21,50,1,47,14,91603934
0,4,39,85,7149,2666,35165,7,923,5654519547596520,50,19,0,11,75,135498774
2,5,41,53,3105,2048,25975,8,813,278088442715102,59,92,1,30,37,38402445
0,0,33,87,4171,5466,58458,17,889,18951563879419100,86,85,1,40,14,83540287
0,1,33,72,6265,4825,49938,14,698,12910227733255500,99,66,0,55,30,102657085
2,3,42,65,551,2510,27503,17,799,12339558255897200,74,51,0,22,64,81907525
2,5,50,63,3364,1567,17082,12,567,2149145213899470,68,51,0,3,19,48715976
2,4,32,58,6742,1627,15041,18,836,19608222765051800,93,52,0,36,28,89079827
0,1,36,75,6408,5162,51960,1,135,9696064430571,85,77,1,54,74,108042724
1,3,47,33,4634,3796,41587,7,928,15247977923269200,88,21,0,21,8,35832239
