Name;Location;Cuisine;Rating;Seating Capacity;Average Meal Price;Marketing Budget;Social Media Followers;Chef Experience Years;Number of Reviews;Avg Review Length;Ambience Score;Service Quality Score;Parking Availability;Weekend Reservations;Weekday Reservations;Revenue
Restaurant 1463;Downtown;Italian;3.1;83;45.65;1866;18041;16;83;8.414.622.185.090.310;4.5;3.8;No;30;27;856399.15
Restaurant 1464;Downtown;Mexican;3.1;70;28.68;4579;44396;7;997;5.926.819.652.972.270;5.0;4.1;No;26;23;463702.02
Restaurant 1465;Suburban;Japanese;4.1;53;74.31;3531;36132;9;439;9.073.331.709.248.940;4.4;3.9;Yes;40;38;889443.45
Restaurant 1466;Rural;French;4.4;39;63.52;1928;19637;2;983;2.269.840.700.821.870;7.8;4.5;Yes;35;29;560579.45
Restaurant 1467;Rural;Italian;3.4;40;52.09;2597;30228;3;903;8.491.785.609.557.960;2.3;1.7;Yes;15;35;471125.8
Restaurant 1468;Rural;Indian;4.4;36;39.58;3500;44326;1;338;20.558.276.284.924.600;8.7;6.7;No;34;3;330355.48
Restaurant 1469;Rural;Japanese;4.6;33;72.8;2510;31137;6;616;2.670.514.394.300.570;4.0;6.1;Yes;12;12;545476.65
Restaurant 1470;Downtown;Italian;3.8;70;50.71;2048;20042;15;584;58.655.889.483.847.700;7.5;5.2;No;20;0;804990.6
Restaurant 1471;Suburban;Indian;4.5;50;40.78;1369;18786;5;942;5.669.660.397.003.160;9.0;1.7;Yes;46;43;465397.22
Restaurant 1472;Rural;American;3.8;46;42.64;2572;30469;13;814;29.746.206.857.695.200;9.0;1.8;No;19;16;456457.21
Restaurant 1473;Downtown;Mexican;4.4;79;31.62;6552;71182;8;605;21.831.864.138.846.800;5.1;5.9;Yes;71;23;578127.0
Restaurant 1474;Rural;American;4.5;34;39.5;2144;27561;13;149;8.517.380.543.560.210;3.3;1.3;Yes;19;33;316363.05
Restaurant 1475;Suburban;French;5.0;56;64.93;3495;44901;19;77;12.667.299.747.859.600;6.5;7.5;Yes;31;38;834423.24
Restaurant 1476;Downtown;American;3.7;77;38.25;6509;66679;9;625;29.625.128.831.825.400;2.7;9.9;Yes;5;41;676416.7
Restaurant 1477;Suburban;Italian;3.8;51;45.1;3500;41577;3;865;10.680.414.351.348.400;8.1;6.4;Yes;13;6;523887.65
Restaurant 1478;Suburban;Indian;3.3;58;32.16;1879;18432;14;364;23.820.664.128.202.600;7.4;7.5;Yes;33;22;436183.22
Restaurant 1479;Downtown;American;3.4;73;36.2;6142;65334;7;876;11.029.551.928.640.500;8.2;5.0;Yes;35;20;608552.1
Restaurant 1480;Downtown;Italian;4.4;81;48.51;3281;39425;13;860;14.961.690.762.098.400;4.9;7.0;No;75;42;893757.31
Restaurant 1481;Downtown;French;4.8;80;64.08;8397;93598;9;732;27.017.606.293.666.400;6.0;6.9;Yes;33;59;1162766.36
Restaurant 1482;Downtown;Indian;3.8;74;37.17;5484;60258;11;702;5.710.973.531.043.590;1.9;8.4;No;15;23;632582.38
Restaurant 1483;Downtown;American;3.4;81;36.86;1803;24183;9;633;1.268.087.898.471.850;7.2;7.4;Yes;43;66;679356.93
Restaurant 1484;Downtown;Mexican;3.6;90;33.68;7154;78881;11;604;171.798.177.100.161;5.4;7.7;No;34;27;699320.33
Restaurant 1485;Downtown;Mexican;3.9;73;30.55;7579;76695;14;289;20.637.368.445.671.000;5.6;6.0;No;58;65;527741.75
Restaurant 1486;Rural;Indian;3.6;42;35.64;1266;18131;15;830;5.706.041.374.038.460;8.6;5.4;Yes;12;3;354816.87
Restaurant 1487;Suburban;Mexican;3.5;50;28.98;1595;16633;17;553;15.266.774.160.966.400;8.0;5.1;No;26;16;346428.31
Restaurant 1488;Downtown;American;4.5;87;44.51;2197;30420;1;468;13.607.179.547.626.400;5.8;4.5;Yes;40;83;865426.26
Restaurant 1489;Rural;American;3.0;33;38.5;845;6773;3;780;567.166.504.795.958;4.2;3.4;Yes;29;25;290284.65
Restaurant 1490;Rural;Indian;4.1;33;31.04;1483;21294;3;700;13.884.192.769.184.400;5.0;1.3;Yes;32;21;236810.4
Restaurant 1491;Rural;American;4.6;37;38.33;2881;36712;3;454;2.829.220.722.791.290;4.2;7.0;No;35;18;328284.58
Restaurant 1492;Suburban;Italian;3.5;69;52.87;3142;31743;4;761;11.865.711.068.334.700;2.4;9.1;No;47;30;820561.71
Restaurant 1493;Downtown;French;4.2;75;62.23;7641;79231;17;923;1.963.978.243.793.880;6.8;9.4;No;44;41;1069786.35
Restaurant 1494;Rural;Mexican;4.3;33;27.07;3973;40168;4;203;12.452.392.684.232.100;7.2;6.2;Yes;19;24;215872.8
Restaurant 1495;Suburban;Italian;4.3;53;46.23;3933;40350;13;399;7.666.653.015.767.680;9.7;1.8;No;26;29;566599.26
Restaurant 1496;Suburban;Indian;3.9;60;37.27;1323;12853;7;263;12.243.087.001.006.900;5.1;8.9;Yes;32;47;509825.28
Restaurant 1497;Suburban;Mexican;3.7;58;32.44;812;13451;4;611;16.768.978.472.750.600;10.0;7.7;No;31;53;430740.39
Restaurant 1498;Rural;Italian;4.7;43;49.03;2682;28932;8;98;12.405.209.946.160.900;2.7;3.3;Yes;41;8;480783.58
Restaurant 1499;Downtown;American;4.5;73;44.27;5373;53996;11;408;20.604.233.028.851.500;6.9;8.2;Yes;35;29;740703.07
Restaurant 1500;Rural;Indian;3.6;42;40.76;1110;19185;19;547;2.872.721.804.954.880;10.0;5.2;No;6;40;407103.69
Restaurant 1501;Rural;Indian;3.2;35;32.26;1617;18387;7;907;6.731.789.100.427.310;6.8;9.0;Yes;21;31;269009.27
Restaurant 1502;Downtown;Mexican;3.1;82;31.35;5963;62000;9;805;22.925.109.016.858.200;5.1;3.2;No;24;58;592358.5
Restaurant 1503;Downtown;American;3.2;72;35.06;1402;19406;4;396;50.314.101.773.578.200;5.6;8.2;No;10;47;569589.8
Restaurant 1504;Downtown;Mexican;4.2;76;32.84;3253;33688;4;391;5.025.537.476.263.600;8.6;7.4;Yes;2;64;568102.3
Restaurant 1505;Suburban;Japanese;3.1;50;69.56;3014;36368;1;830;8.322.983.867.758.390;9.5;1.1;No;4;20;777650.84
Restaurant 1506;Downtown;Italian;3.7;80;47.13;3711;44996;6;472;16.998.262.604.841.200;5.1;6.1;Yes;54;35;850272.47
Restaurant 1507;Rural;Japanese;4.5;31;73.27;3845;44347;3;488;6.200.100.872.870.840;8.0;7.4;No;11;2;518043.39
Restaurant 1508;Downtown;Italian;3.6;74;53.92;6832;68771;3;824;23.053.794.194.035.000;9.4;2.4;Yes;43;15;901189.43
Restaurant 1509;Rural;French;4.5;43;56.22;4295;49360;1;293;573.203.862.806.849;3.5;5.8;No;8;6;545357.32
Restaurant 1510;Suburban;Indian;4.5;62;30.45;1131;14681;7;732;17.385.794.368.163.700;5.4;3.7;No;47;15;430782.55
Restaurant 1511;Rural;Mexican;3.5;45;28.67;808;9803;9;603;21.902.465.941.342.200;10.0;7.3;No;10;27;304161.79
Restaurant 1512;Rural;French;4.5;44;61.89;3592;44834;3;957;10.938.765.149.823.700;4.2;5.9;No;2;11;614770.31
Restaurant 1513;Downtown;French;4.5;72;63.73;6845;75931;15;574;1.948.245.342.797.220;6.6;6.6;No;71;24;1047761.04
Restaurant 1514;Downtown;Indian;3.8;75;36.01;4631;54778;3;829;11.544.535.374.147.300;6.9;1.7;No;54;29;613096.48
Restaurant 1515;Rural;Indian;3.4;38;36.39;3333;36607;11;765;10.352.431.517.149.400;2.4;2.2;No;8;7;325043.28
Restaurant 1516;Downtown;Italian;4.0;72;53.8;3420;42332;18;343;25.459.735.358.813.300;8.3;6.0;No;66;10;885489.8
Restaurant 1517;Suburban;Japanese;4.8;62;70.82;3421;40371;3;820;13.322.833.532.016;4.7;2.6;Yes;42;59;984186.83
Restaurant 1518;Suburban;American;4.3;62;41.72;3172;31837;7;249;25.349.489.174.189.700;5.5;5.5;No;57;41;589910.57
Restaurant 1519;Downtown;Italian;3.3;76;50.68;3684;39056;9;367;10.422.735.294.463.800;6.8;7.2;No;56;54;873305.52
Restaurant 1520;Suburban;American;4.4;54;44.69;4390;50787;17;720;13.896.639.262.942.200;4.7;8.3;No;41;35;565964.73
Restaurant 1521;Downtown;French;3.9;77;57.59;4812;49090;9;249;7.566.470.341.492.940;3.9;2.3;No;15;48;997038.84
Restaurant 1522;Rural;American;4.2;37;37.9;2866;36688;10;342;17.412.509.707.356.500;5.9;7.7;Yes;7;29;332085.5
Restaurant 1523;Rural;Japanese;4.5;36;66.41;921;13516;13;329;1.453.985.730.987.230;4.1;4.3;No;0;5;543823.79
Restaurant 1524;Suburban;Italian;4.0;68;54.01;3918;45022;5;141;5.148.915.491.470.720;4.9;7.1;Yes;62;34;828911.98
Restaurant 1525;Downtown;Indian;4.6;76;34.53;7918;82455;14;629;1.662.137.819.236.970;2.0;2.3;Yes;42;13;610024.22
Restaurant 1526;Downtown;Japanese;4.4;73;68.83;7589;83151;4;113;686.036.591.119.387;8.6;5.6;Yes;12;36;1130556.1
Restaurant 1527;Suburban;Japanese;4.2;59;75.79;4084;42560;14;193;2.592.390.114.425.600;4.7;8.5;Yes;44;27;1013903.68
Restaurant 1528;Rural;Italian;3.3;42;55.19;1809;18915;11;835;17.342.329.358.175.600;1.7;2.0;Yes;1;39;528024.47
Restaurant 1529;Suburban;Indian;4.7;53;40.69;2520;29917;10;629;22.251.267.413.089.700;8.1;8.4;Yes;32;51;500449.95
Restaurant 1530;Rural;Japanese;4.9;48;66.57;4077;47369;5;284;25.528.399.890.514.800;1.2;5.1;Yes;13;40;720514.0
Restaurant 1531;Downtown;Indian;3.3;79;39.8;3699;37925;12;473;6.279.447.643.756.320;6.4;8.4;No;73;4;719435.15
Restaurant 1532;Rural;Mexican;4.0;36;28.62;3497;39742;15;363;1.342.994.377.131.870;7.3;9.6;No;3;20;257706.94
Restaurant 1533;Suburban;Mexican;3.5;54;25.14;2164;26977;13;172;5.627.945.673.553.070;2.7;2.4;No;46;48;320157.65
Restaurant 1534;Downtown;Mexican;4.5;72;29.3;2754;32199;8;862;6.240.664.649.243.750;2.2;7.1;Yes;32;60;484812.95
Restaurant 1535;Suburban;American;4.4;51;40.6;4039;40049;4;102;59.458.112.809.265.100;2.0;3.1;No;46;5;470346.95
Restaurant 1536;Suburban;Japanese;3.3;60;66.19;1648;17776;13;76;16.947.663.530.044.900;9.9;2.2;No;12;49;896336.99
Restaurant 1537;Rural;Italian;4.8;39;50.91;4177;50517;15;423;1.626.695.118.914.060;7.8;6.7;No;4;23;468084.23
Restaurant 1538;Suburban;Italian;3.4;62;54.01;993;16138;9;85;653.101.115.332.443;3.8;2.0;Yes;7;51;750846.76
Restaurant 1539;Rural;American;4.6;36;39.15;2017;23871;6;661;11.559.211.658.789.800;4.0;5.2;No;7;15;325660.95
Restaurant 1540;Downtown;Italian;3.9;79;48.88;3211;37464;18;190;111.122.798.876.693;6.8;6.7;No;73;6;881354.1
Restaurant 1541;Rural;Mexican;3.7;33;28.73;2412;31077;9;996;12.415.378.352.310.100;5.1;5.5;Yes;20;25;230388.41
Restaurant 1542;Downtown;Japanese;3.3;89;75.15;2380;24878;6;737;21.019.059.969.720.800;3.4;7.3;No;54;20;1487947.65
Restaurant 1543;Rural;Italian;3.3;45;45.54;1263;12099;7;237;22.426.681.805.589.300;1.5;8.2;Yes;44;17;466398.09
Restaurant 1544;Suburban;Italian;4.3;69;49.9;2358;24546;12;767;13.476.785.746.252.500;8.1;8.9;Yes;62;16;784729.4
Restaurant 1545;Rural;French;4.1;35;57.91;878;16731;4;667;24.705.765.944.767.200;9.0;6.0;Yes;23;20;461357.83
Restaurant 1546;Rural;French;3.2;38;64.83;1169;14889;11;662;15.446.504.400.173.200;2.9;3.5;No;27;5;559611.77
Restaurant 1547;Downtown;French;3.2;82;56.06;5327;51830;3;672;18.060.067.271.128.800;1.6;5.6;No;30;18;1027942.36
Restaurant 1548;Suburban;Japanese;3.1;56;69.53;2018;26301;7;503;863.874.001.048.737;2.1;4.5;No;11;1;869198.33
Restaurant 1549;Rural;Mexican;4.5;47;29.47;1058;15794;2;228;10.822.386.101.649.100;4.7;3.0;Yes;44;18;313844.55
Restaurant 1550;Suburban;Indian;4.4;63;39.77;1501;20453;10;63;23.188.880.885.522.200;3.7;5.8;Yes;23;51;569799.82
Restaurant 1551;Rural;Mexican;3.1;34;27.37;2711;32315;3;812;29.426.055.912.992.000;1.7;1.2;No;27;21;216867.03
Restaurant 1552;Rural;Mexican;4.1;42;32.09;2401;30862;17;732;22.616.338.890.747.000;5.1;6.5;No;17;15;325599.3
Restaurant 1553;Suburban;Japanese;3.2;57;66.48;1205;17772;11;308;6.354.959.645.551.960;2.8;8.4;No;32;24;853504.82
Restaurant 1554;Rural;Japanese;4.8;44;75.49;3646;40057;1;714;8.572.283.830.009.890;1.6;10.0;Yes;14;43;747424.42
Restaurant 1555;Suburban;French;4.8;68;61.52;2090;24460;2;83;16.144.463.548.356.200;6.9;9.3;Yes;27;10;933056.08
Restaurant 1556;Rural;Italian;4.4;38;51.89;1015;17918;13;759;23.314.321.572.323.500;6.2;1.8;Yes;27;11;454736.8
Restaurant 1557;Downtown;American;4.9;75;39.77;1988;23820;14;281;9.148.311.448.728.710;8.4;2.5;No;39;27;680032.07
Restaurant 1558;Suburban;American;4.6;63;38.77;1886;24630;17;242;23.770.528.414.812.800;3.7;2.2;Yes;40;1;560993.76
Restaurant 1559;Rural;Indian;4.7;39;32.34;1857;26398;2;559;18.895.893.098.983.000;2.2;6.0;Yes;11;37;289091.66
Restaurant 1560;Rural;Italian;4.1;38;51.64;3535;43954;17;237;24.363.579.469.014.400;4.2;1.4;No;22;11;459226.4
Restaurant 1561;Downtown;Indian;3.6;86;40.5;4195;47533;19;799;18.940.940.352.823.400;8.0;9.4;No;29;24;802890.65
Restaurant 1562;Suburban;French;3.4;62;58.96;2510;27499;9;865;20.063.079.448.121.500;3.2;1.6;No;23;1;820243.87
Restaurant 1563;Rural;Indian;3.7;46;39.71;1251;19932;12;546;11.218.676.650.623.900;3.3;4.5;Yes;8;32;421492.04
Restaurant 1564;Downtown;Italian;4.3;88;46.64;3332;33881;16;377;230.047.434.231.957;2.3;9.0;No;57;12;931160.29
Restaurant 1565;Rural;Italian;3.3;42;55.3;2076;24316;4;770;26.100.359.206.307.400;9.9;9.5;No;41;23;531758.4
Restaurant 1566;Suburban;American;3.5;58;38.86;2361;27392;11;766;2.678.227.019.547.050;9.7;5.2;Yes;12;19;519697.48
Restaurant 1567;Rural;French;3.9;30;59.18;964;11426;4;964;5.736.326.315.440.280;6.9;5.4;Yes;9;19;404564.94
Restaurant 1568;Rural;Japanese;3.5;30;70.09;3443;37872;2;154;20.614.945.024.154.700;2.9;6.7;No;19;14;476970.37
Restaurant 1569;Rural;Indian;4.2;34;37.9;2675;32993;10;340;29.738.458.354.589.500;7.9;4.7;No;18;11;305944.65
Restaurant 1570;Rural;American;4.8;37;42.92;1564;20587;9;291;19.672.891.413.822.200;6.3;3.9;Yes;3;36;367511.99
Restaurant 1571;Downtown;Indian;4.5;87;35.28;2355;31497;17;146;9.281.725.188.215.490;7.7;7.7;No;25;7;703418.15
Restaurant 1572;Downtown;Indian;4.3;73;35.75;3071;37980;12;926;2.694.020.227.020.380;8.7;6.4;Yes;50;30;602302.75
Restaurant 1573;Suburban;Japanese;4.2;50;65.33;3458;39651;4;926;11.607.660.371.264.100;3.9;5.3;No;17;37;736512.87
Restaurant 1574;Downtown;French;4.0;84;58.35;6188;62658;9;541;6.125.336.489.030.230;9.2;1.9;Yes;83;28;1107930.35
Restaurant 1575;Downtown;Italian;3.4;89;48.81;3017;33330;14;850;157.629.491.956.097;9.1;1.6;Yes;42;17;981477.5
Restaurant 1576;Suburban;Mexican;4.8;53;31.15;4258;46740;4;987;7.506.817.335.388.300;5.9;5.6;No;20;19;383220.9
Restaurant 1577;Downtown;Indian;3.5;78;36.14;4518;45660;2;164;7.881.057.170.939.170;7.2;6.6;Yes;39;71;639606.88
Restaurant 1578;Downtown;Mexican;3.2;89;32.81;1652;16307;18;359;1.658.222.868.556.150;4.7;6.9;No;22;45;669509.33
Restaurant 1579;Suburban;French;4.5;59;62.89;2929;37382;13;600;2.031.708.530.189.770;6.9;9.1;Yes;10;36;843957.23
Restaurant 1580;Suburban;Mexican;3.4;64;27.59;1874;23743;10;159;2.763.480.154.146.830;5.9;8.3;No;58;23;410352.38
Restaurant 1581;Suburban;Indian;3.7;52;38.47;1184;14177;14;241;22.631.323.350.312.900;3.9;2.3;No;5;0;458355.56
Restaurant 1582;Rural;Japanese;3.1;31;65.22;1226;17660;9;727;2.606.507.879.057.300;3.9;8.1;No;5;25;463911.18
Restaurant 1583;Rural;Mexican;3.3;34;32.88;1978;25244;11;855;15.294.610.363.494.700;6.9;7.1;Yes;10;2;269158.24
Restaurant 1584;Suburban;French;3.3;50;56.12;999;17696;1;634;1.296.479.237.866.360;9.6;8.5;Yes;35;37;632255.94
Restaurant 1585;Suburban;French;3.1;60;63.03;1841;17657;12;997;19.821.006.670.455.700;2.8;8.6;No;7;10;852624.06
Restaurant 1586;Suburban;Japanese;4.3;61;70.8;1556;20410;17;161;22.387.489.185.664.900;4.5;4.1;No;23;41;975324.9
Restaurant 1587;Rural;Mexican;4.7;32;29.81;4171;48795;17;918;19.206.261.121.286.700;8.3;3.4;No;10;7;242797.5
Restaurant 1588;Rural;Mexican;3.7;45;32.6;2218;23330;8;352;11.613.031.847.660.800;2.1;6.0;Yes;9;40;340117.9
Restaurant 1589;Downtown;Italian;4.7;83;45.4;4216;48998;17;943;14.243.097.233.460.000;9.9;3.7;No;18;42;862419.7
Restaurant 1590;Downtown;American;3.4;81;37.46;6391;65703;13;626;16.207.617.651.397.600;7.1;4.1;Yes;23;2;698163.09
Restaurant 1591;Suburban;French;3.7;69;61.78;1810;23157;13;405;53.537.976.023.825.600;9.2;1.6;No;32;20;959852.99
Restaurant 1592;Rural;Italian;3.3;45;54.32;969;17055;15;859;26.995.969.635.582.000;8.5;9.9;Yes;39;4;565883.61
Restaurant 1593;Rural;French;4.2;50;59.19;1368;18544;18;151;17.785.254.244.966.500;8.0;3.8;No;22;0;676613.88
Restaurant 1594;Rural;Italian;3.8;37;47.85;3330;40665;13;616;23.775.748.680.442.400;1.3;8.0;No;6;13;414547.95
Restaurant 1595;Suburban;American;4.2;66;40.71;2891;29304;8;364;9.297.782.451.401.760;4.7;9.9;No;47;18;612898.19
Restaurant 1596;Downtown;Italian;4.5;86;51.85;1902;25007;7;243;18.916.092.285.504.000;2.8;9.7;No;4;46;996974.75
Restaurant 1597;Suburban;French;4.1;56;59.62;1824;20867;19;123;2.815.327.928.796.390;8.8;6.7;No;36;19;765234.13
Restaurant 1598;Downtown;Mexican;4.3;84;34.64;7401;76791;10;999;10.356.919.639.102.900;7.1;5.8;Yes;46;6;672427.77
Restaurant 1599;Downtown;French;4.9;78;60.76;8511;90625;12;868;1.364.640.502.050.500;2.0;3.8;Yes;61;59;1079127.27
Restaurant 1600;Suburban;Indian;3.6;53;30.39;1719;23248;2;456;147.080.792.787.627;4.2;8.8;No;24;47;368047.32
Restaurant 1601;Downtown;Japanese;3.7;77;67.45;4693;53646;14;956;1.458.259.028.867.690;1.6;4.0;Yes;76;8;1171508.95
Restaurant 1602;Downtown;Japanese;4.4;79;69.96;3182;33277;10;341;2.001.556.485.410.900;7.7;2.0;No;9;33;1235285.13
Restaurant 1603;Rural;Indian;4.2;44;37.67;3626;37877;17;233;148.442.561.646.971;4.8;3.6;Yes;16;41;394134.16
Restaurant 1604;Downtown;Japanese;3.4;87;67.42;6359;62115;13;603;21.851.362.412.326.600;3.1;3.8;Yes;39;12;1318291.93
Restaurant 1605;Suburban;Japanese;3.8;63;75.74;3408;35712;1;407;17.114.008.207.499.300;5.7;7.5;Yes;13;3;1061508.22
Restaurant 1606;Suburban;American;3.9;54;38.5;2590;29278;15;148;894.064.816.625.595;1.4;2.5;No;10;35;479628.4
Restaurant 1607;Downtown;Mexican;3.8;78;30.86;5046;55730;1;689;287.142.058.867.874;3.3;3.9;Yes;45;18;545428.2
Restaurant 1608;Rural;Mexican;3.4;42;25.21;1793;24971;15;574;1.098.790.858.618.370;2.6;1.7;No;9;16;254747.88
Restaurant 1609;Rural;French;4.8;48;64.73;2208;26498;15;660;19.061.748.198.105.700;9.4;8.6;No;46;24;714929.76
Restaurant 1610;Downtown;Indian;4.5;80;38.68;4203;42539;14;869;6.517.350.940.670.600;4.4;7.5;Yes;45;13;710036.49
Restaurant 1611;Downtown;Italian;4.0;81;47.15;6094;63718;13;975;2.796.554.200.191.200;6.3;4.9;Yes;54;4;872005.45
Restaurant 1612;Suburban;French;4.4;52;65.27;1511;15451;2;515;2.819.990.216.840.510;5.5;4.9;No;49;40;760372.84
Restaurant 1613;Downtown;French;4.8;71;58.47;6598;69383;8;701;14.113.598.098.608.400;6.9;2.5;Yes;13;6;937729.11
Restaurant 1614;Rural;French;3.3;44;62.61;2685;29130;9;253;8.024.504.028.026.510;3.5;4.5;No;29;13;624929.58
Restaurant 1615;Downtown;French;3.5;74;64.01;3176;34628;19;454;24.249.602.910.388.900;2.1;9.2;Yes;3;51;1072856.0
Restaurant 1616;Suburban;Mexican;4.1;56;33.15;2675;34543;19;189;11.556.316.905.601.800;1.7;2.2;Yes;38;3;434978.4
Restaurant 1617;Suburban;Italian;4.6;53;55.09;3840;39250;9;367;22.515.390.935.425.100;2.7;7.9;No;2;51;665105.9
Restaurant 1618;Suburban;French;3.1;54;64.51;3024;35349;7;425;2.787.870.492.800.260;5.3;1.4;No;20;5;782011.46
Restaurant 1619;Suburban;Mexican;5.0;65;35.94;3637;38689;14;269;19.755.957.212.937.400;3.1;3.8;Yes;21;64;540038.75
Restaurant 1620;Suburban;French;3.9;64;57.01;2513;29940;2;398;26.530.937.775.249.300;4.9;8.6;No;3;19;815118.88
Restaurant 1621;Downtown;Japanese;3.7;85;68.35;1518;20418;12;472;10.616.211.306.595.600;1.3;5.0;Yes;22;75;1298357.1
Restaurant 1622;Downtown;French;3.6;73;62.0;3128;33075;11;282;2.776.076.878.539.050;6.6;7.3;No;3;12;1016983.75
Restaurant 1623;Downtown;Indian;3.3;75;38.06;5351;54767;17;349;10.666.113.800.044.400;8.9;1.9;Yes;69;58;663831.97
Restaurant 1624;Downtown;Indian;4.6;87;35.88;3884;44778;2;181;1.064.500.281.607.160;1.4;7.2;No;37;56;701685.38
Restaurant 1625;Suburban;French;4.9;52;55.81;1929;27101;12;720;26.996.722.075.856.300;3.0;8.4;No;48;17;662580.48
Restaurant 1626;Rural;American;3.8;34;44.26;2576;33948;15;969;1.887.258.710.487.460;3.9;8.2;No;24;30;360499.4
Restaurant 1627;Downtown;Japanese;4.9;71;75.57;7673;79904;8;475;24.986.040.348.350.800;3.6;4.9;Yes;58;45;1211526.34
Restaurant 1628;Rural;Italian;4.6;45;49.46;1471;23558;8;684;2.506.221.866.332.840;1.4;9.1;No;1;27;506815.58
Restaurant 1629;Downtown;French;4.0;75;57.47;5013;52178;18;804;21.174.032.998.662.100;2.0;6.2;No;57;68;984964.9
Restaurant 1630;Downtown;Italian;4.3;84;45.21;4393;45136;14;994;9.726.843.060.909.660;9.2;8.4;Yes;61;38;869793.25
Restaurant 1631;Rural;Japanese;3.9;47;67.61;2073;22569;10;283;22.302.350.875.716.900;7.4;2.9;Yes;32;19;719311.79
Restaurant 1632;Suburban;French;4.1;55;62.7;3503;42862;4;139;6.590.866.669.103.230;9.6;2.9;No;36;19;776595.6
Restaurant 1633;Downtown;American;3.1;82;45.03;4453;51339;16;553;10.016.701.154.217.300;5.0;7.8;Yes;78;49;847120.0
Restaurant 1634;Downtown;Mexican;4.4;82;26.03;4890;56915;16;808;21.072.795.809.234.400;8.9;6.8;Yes;20;13;503952.48
Restaurant 1635;Downtown;American;3.1;70;41.09;4061;47759;17;709;2.769.524.492.248.770;8.3;7.1;No;58;14;667465.63
Restaurant 1636;Rural;American;4.6;45;42.65;4389;47667;9;953;24.292.320.240.904.100;8.9;3.1;Yes;16;35;448363.75
Restaurant 1637;Suburban;Mexican;4.6;53;28.04;1588;21938;11;804;13.311.443.961.066.500;1.4;4.6;Yes;46;29;346650.18
Restaurant 1638;Rural;Mexican;3.5;46;31.27;1702;17272;13;466;25.592.544.516.812.400;6.9;3.3;Yes;19;17;338588.3
Restaurant 1639;Rural;Indian;3.6;47;37.87;1358;19627;1;501;29.164.932.307.270.600;6.1;1.6;No;7;33;400181.06
Restaurant 1640;Suburban;Mexican;4.0;65;34.21;3242;33086;7;983;1.329.875.852.798.150;5.9;2.8;Yes;64;25;509857.34
Restaurant 1641;Rural;French;4.2;30;59.98;3194;33003;11;519;967.063.579.332.067;5.5;10.0;Yes;2;3;420597.65
Restaurant 1642;Suburban;Italian;3.6;55;53.23;2302;26081;3;981;9.937.861.417.382.930;8.2;3.1;No;53;46;661794.17
Restaurant 1643;Downtown;Indian;4.2;80;33.32;6402;68432;2;97;1.500.809.057.111.560;9.7;2.4;No;59;63;609100.04
Restaurant 1644;Suburban;Indian;3.6;55;32.34;1177;12488;14;272;6.308.085.194.358.210;8.5;7.3;Yes;37;41;416891.72
Restaurant 1645;Downtown;Italian;3.1;86;47.06;3109;34816;10;697;1.719.393.361.188.870;8.8;6.4;No;30;67;916291.16
Restaurant 1646;Rural;Indian;3.0;33;33.95;2254;30081;17;762;23.307.463.481.669.300;5.4;7.7;Yes;7;26;276436.05
Restaurant 1647;Rural;Mexican;3.2;43;25.39;1645;22008;8;800;18.261.488.495.486.200;7.2;6.9;No;24;2;259975.67
Restaurant 1648;Downtown;American;4.6;83;38.11;5414;63002;15;515;2.925.125.616.053.770;4.7;3.0;Yes;27;43;726544.27
Restaurant 1649;Rural;Japanese;4.9;49;72.17;3259;34243;6;109;1.654.251.991.971.580;4.2;5.5;Yes;24;11;794650.87
Restaurant 1650;Suburban;Mexican;3.9;57;32.13;2404;30079;2;329;5.331.471.128.547.540;9.1;2.6;No;51;35;417459.92
Restaurant 1651;Downtown;American;4.0;71;35.81;7834;86952;15;66;16.753.108.867.337.400;9.1;3.3;No;0;1;594276.1
Restaurant 1652;Rural;American;3.3;34;38.16;775;12410;16;370;2.824.705.390.961.060;7.1;9.9;No;15;33;312994.04
Restaurant 1653;Downtown;Indian;4.1;73;36.27;2506;28425;2;728;7.396.533.839.611.820;8.5;7.6;Yes;60;30;599799.04
Restaurant 1654;Suburban;French;3.3;59;58.5;1814;17828;14;923;10.574.186.413.334.100;4.2;8.0;Yes;2;4;781787.9
Restaurant 1655;Suburban;French;4.2;69;59.6;3160;39611;1;616;22.888.981.662.740.800;4.9;1.3;No;47;19;916601.75
Restaurant 1656;Rural;Indian;4.9;50;37.84;4379;53138;9;126;12.352.517.138.658.500;8.4;4.4;No;36;37;441987.72
Restaurant 1657;Suburban;Indian;3.4;52;30.1;2245;24568;17;520;2.413.102.297.893.060;4.6;6.0;No;47;10;372430.4
Restaurant 1658;Downtown;Italian;4.5;85;48.04;2310;29514;14;878;15.483.105.937.344.300;1.4;2.3;Yes;13;3;917579.94
Restaurant 1659;Suburban;Italian;3.0;59;46.57;793;11451;10;592;24.901.678.120.573.500;4.2;8.6;Yes;13;20;622613.83
Restaurant 1660;Downtown;Japanese;3.8;84;66.4;6199;61800;13;150;1.878.832.338.737.700;4.6;2.3;Yes;41;61;1257405.7
Restaurant 1661;Downtown;Japanese;3.2;73;75.55;5244;51065;13;589;7.061.715.832.966.980;2.4;6.7;Yes;48;0;1240591.5
Restaurant 1662;Suburban;Japanese;3.7;50;69.14;2059;26208;19;593;14.653.406.369.465.800;4.1;6.0;Yes;39;41;792249.1
